20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
20,10,0,0,30,0,0,30,10,20
